TITLE="u FUNCTION"
VARIABLES="X","Y","u"
ZONE T="u" i=16.000000 j=15.000000 c=black
0.000000     0.000000     0.001000
0.067000     0.000000     0.001000
0.133000     0.000000     0.001000
0.200000     0.000000     0.001000
0.267000     0.000000     0.000000
0.333000     0.000000     0.000000
0.400000     0.000000     0.000000
0.467000     0.000000     -0.000000
0.533000     0.000000     -0.000000
0.600000     0.000000     -0.000000
0.667000     0.000000     -0.001000
0.733000     0.000000     -0.001000
0.800000     0.000000     -0.000000
0.867000     0.000000     -0.000000
0.933000     0.000000     -0.000000
1.000000     0.000000     0.000000
0.000000     0.067000     0.001000
0.067000     0.067000     0.002000
0.133000     0.067000     0.002000
0.200000     0.067000     0.001000
0.267000     0.067000     0.001000
0.333000     0.067000     0.001000
0.400000     0.067000     0.000000
0.467000     0.067000     -0.001000
0.533000     0.067000     -0.001000
0.600000     0.067000     -0.001000
0.667000     0.067000     -0.002000
0.733000     0.067000     -0.002000
0.800000     0.067000     -0.001000
0.867000     0.067000     -0.001000
0.933000     0.067000     -0.000000
1.000000     0.067000     0.000000
0.000000     0.133000     0.002000
0.067000     0.133000     0.002000
0.133000     0.133000     0.002000
0.200000     0.133000     0.002000
0.267000     0.133000     0.001000
0.333000     0.133000     0.001000
0.400000     0.133000     -0.000000
0.467000     0.133000     -0.001000
0.533000     0.133000     -0.002000
0.600000     0.133000     -0.002000
0.667000     0.133000     -0.003000
0.733000     0.133000     -0.002000
0.800000     0.133000     -0.002000
0.867000     0.133000     -0.001000
0.933000     0.133000     -0.000000
1.000000     0.133000     0.000000
0.000000     0.200000     0.002000
0.067000     0.200000     0.003000
0.133000     0.200000     0.003000
0.200000     0.200000     0.002000
0.267000     0.200000     0.002000
0.333000     0.200000     0.001000
0.400000     0.200000     -0.001000
0.467000     0.200000     -0.002000
0.533000     0.200000     -0.003000
0.600000     0.200000     -0.003000
0.667000     0.200000     -0.004000
0.733000     0.200000     -0.003000
0.800000     0.200000     -0.003000
0.867000     0.200000     -0.002000
0.933000     0.200000     -0.001000
1.000000     0.200000     0.000000
0.000000     0.267000     0.002000
0.067000     0.267000     0.003000
0.133000     0.267000     0.003000
0.200000     0.267000     0.002000
0.267000     0.267000     0.001000
0.333000     0.267000     0.000000
0.400000     0.267000     -0.001000
0.467000     0.267000     -0.003000
0.533000     0.267000     -0.004000
0.600000     0.267000     -0.005000
0.667000     0.267000     -0.005000
0.733000     0.267000     -0.005000
0.800000     0.267000     -0.004000
0.867000     0.267000     -0.002000
0.933000     0.267000     -0.001000
1.000000     0.267000     0.000000
0.000000     0.333000     0.003000
0.067000     0.333000     0.004000
0.133000     0.333000     0.003000
0.200000     0.333000     0.002000
0.267000     0.333000     0.001000
0.333000     0.333000     -0.001000
0.400000     0.333000     -0.002000
0.467000     0.333000     -0.004000
0.533000     0.333000     -0.006000
0.600000     0.333000     -0.006000
0.667000     0.333000     -0.007000
0.733000     0.333000     -0.006000
0.800000     0.333000     -0.005000
0.867000     0.333000     -0.003000
0.933000     0.333000     -0.001000
1.000000     0.333000     0.000000
0.000000     0.400000     0.003000
0.067000     0.400000     0.005000
0.133000     0.400000     0.004000
0.200000     0.400000     0.002000
0.267000     0.400000     0.000000
0.333000     0.400000     -0.002000
0.400000     0.400000     -0.004000
0.467000     0.400000     -0.006000
0.533000     0.400000     -0.008000
0.600000     0.400000     -0.009000
0.667000     0.400000     -0.009000
0.733000     0.400000     -0.008000
0.800000     0.400000     -0.007000
0.867000     0.400000     -0.004000
0.933000     0.400000     -0.002000
1.000000     0.400000     0.000000
0.000000     0.467000     0.004000
0.067000     0.467000     0.005000
0.133000     0.467000     0.004000
0.200000     0.467000     0.002000
0.267000     0.467000     -0.001000
0.333000     0.467000     -0.004000
0.400000     0.467000     -0.006000
