TITLE="u FUNCTION"
VARIABLES="X","Y","u"
ZONE T="u" i=16.000000 j=15.000000 c=black
0.467000     0.467000     -0.009000
0.533000     0.467000     -0.011000
0.600000     0.467000     -0.012000
0.667000     0.467000     -0.013000
0.733000     0.467000     -0.012000
0.800000     0.467000     -0.009000
0.867000     0.467000     -0.006000
0.933000     0.467000     -0.003000
1.000000     0.467000     0.000000
0.000000     0.533000     0.005000
0.067000     0.533000     0.007000
0.133000     0.533000     0.004000
0.200000     0.533000     0.001000
0.267000     0.533000     -0.003000
0.333000     0.533000     -0.006000
0.400000     0.533000     -0.010000
0.467000     0.533000     -0.013000
0.533000     0.533000     -0.015000
0.600000     0.533000     -0.017000
0.667000     0.533000     -0.017000
0.733000     0.533000     -0.016000
0.800000     0.533000     -0.014000
0.867000     0.533000     -0.009000
0.933000     0.533000     -0.004000
1.000000     0.533000     0.000000
0.000000     0.600000     0.008000
0.067000     0.600000     0.008000
0.133000     0.600000     0.004000
0.200000     0.600000     -0.000000
0.267000     0.600000     -0.005000
0.333000     0.600000     -0.009000
0.400000     0.600000     -0.014000
0.467000     0.600000     -0.018000
0.533000     0.600000     -0.021000
0.600000     0.600000     -0.023000
0.667000     0.600000     -0.024000
0.733000     0.600000     -0.023000
0.800000     0.600000     -0.020000
0.867000     0.600000     -0.014000
0.933000     0.600000     -0.007000
1.000000     0.600000     0.000000
0.000000     0.667000     0.012000
0.067000     0.667000     0.011000
0.133000     0.667000     0.004000
0.200000     0.667000     -0.002000
0.267000     0.667000     -0.008000
0.333000     0.667000     -0.013000
0.400000     0.667000     -0.018000
0.467000     0.667000     -0.023000
0.533000     0.667000     -0.027000
0.600000     0.667000     -0.030000
0.667000     0.667000     -0.032000
0.733000     0.667000     -0.032000
0.800000     0.667000     -0.030000
0.867000     0.667000     -0.023000
0.933000     0.667000     -0.011000
1.000000     0.667000     0.000000
0.000000     0.733000     0.019000
0.067000     0.733000     0.015000
0.133000     0.733000     0.005000
0.200000     0.733000     -0.003000
0.267000     0.733000     -0.009000
0.333000     0.733000     -0.014000
0.400000     0.733000     -0.019000
0.467000     0.733000     -0.025000
0.533000     0.733000     -0.030000
0.600000     0.733000     -0.035000
0.667000     0.733000     -0.040000
0.733000     0.733000     -0.042000
0.800000     0.733000     -0.042000
0.867000     0.733000     -0.036000
0.933000     0.733000     -0.021000
1.000000     0.733000     0.000000
0.000000     0.800000     0.033000
0.067000     0.800000     0.023000
0.133000     0.800000     0.011000
0.200000     0.800000     0.004000
0.267000     0.800000     -0.000000
0.333000     0.800000     -0.004000
0.400000     0.800000     -0.009000
0.467000     0.800000     -0.014000
0.533000     0.800000     -0.020000
0.600000     0.800000     -0.027000
0.667000     0.800000     -0.035000
0.733000     0.800000     -0.043000
0.800000     0.800000     -0.049000
0.867000     0.800000     -0.050000
0.933000     0.800000     -0.037000
1.000000     0.800000     0.000000
0.000000     0.867000     0.092000
0.067000     0.867000     0.058000
0.133000     0.867000     0.048000
0.200000     0.867000     0.049000
0.267000     0.867000     0.051000
0.333000     0.867000     0.050000
0.400000     0.867000     0.048000
0.467000     0.867000     0.044000
0.533000     0.867000     0.039000
0.600000     0.867000     0.031000
0.667000     0.867000     0.021000
0.733000     0.867000     0.009000
0.800000     0.867000     -0.008000
0.867000     0.867000     -0.027000
0.933000     0.867000     -0.037000
1.000000     0.867000     0.000000
0.000000     0.933000     0.158000
0.067000     0.933000     0.225000
0.133000     0.933000     0.260000
0.200000     0.933000     0.274000
0.267000     0.933000     0.280000
0.333000     0.933000     0.281000
0.400000     0.933000     0.280000
0.467000     0.933000     0.279000
0.533000     0.933000     0.276000
0.600000     0.933000     0.272000
0.667000     0.933000     0.266000
0.733000     0.933000     0.256000
0.800000     0.933000     0.239000
0.867000     0.933000     0.206000
0.933000     0.933000     0.133000
1.000000     0.933000     0.000000

